pan,tilt,ir,dist
116.0,73.0,38.0,70.43986552529485
118.0,73.0,40.0,69.26713678336
120.0,73.0,63.0,57.29242505657988
119.0,74.0,9.0,90.17503736040335
117.0,74.0,41.0,68.68913646599376
115.0,74.0,65.0,56.37316431870375
113.0,74.0,55.0,61.15651924842625
111.0,74.0,77.0,51.226557959833585
109.0,74.0,55.0,61.15651924842625
107.0,74.0,28.0,76.64991208492013
105.0,74.0,176.0,26.239329156621928
103.0,74.0,321.0,14.639935576007908
101.0,74.0,250.0,18.682965624999987
99.0,74.0,246.0,18.974829748169768
97.0,74.0,215.0,21.609557463266242
95.0,74.0,30.0,75.36048276652001
93.0,74.0,31.0,74.72482318540713
91.0,74.0,75.0,52.04190473828125
89.0,74.0,172.0,26.826061007790283
87.0,74.0,354.0,13.212953592777417
85.0,74.0,319.0,14.732949951452518
83.0,74.0,274.0,17.1069026939845
81.0,74.0,183.0,25.26913977623533
79.0,74.0,9.0,90.17503736040335
77.0,74.0,13.0,87.1273546673948
75.0,74.0,64.0,56.830515752147356
73.0,74.0,40.0,69.26713678336
71.0,74.0,55.0,61.15651924842625
69.0,74.0,23.0,79.9813572042446
67.0,74.0,54.0,61.66123523711983
65.0,74.0,4.0,94.14414269819022
63.0,74.0,4.0,94.14414269819022
61.0,74.0,5.0,93.33586027273876
60.0,75.0,63.0,57.29242505657988
62.0,75.0,34.0,72.85350000305839
64.0,75.0,43.0,67.54964093531305
66.0,75.0,46.0,65.88099883757137
68.0,75.0,5.0,93.33586027273876
70.0,75.0,4.0,94.14414269819022
72.0,75.0,28.0,76.64991208492013
74.0,75.0,74.0,52.45577503893807
76.0,75.0,47.0,65.33543710352254
78.0,75.0,13.0,87.1273546673948
80.0,75.0,10.0,89.40264161764
82.0,75.0,155.0,29.612176807301257
84.0,75.0,237.0,19.667689295702715
86.0,75.0,244.0,19.124350447125924
88.0,75.0,293.0,16.03008695205854
90.0,75.0,344.0,13.625946894793135
92.0,75.0,102.0,42.319133905557635
94.0,75.0,43.0,67.54964093531305
96.0,75.0,19.0,82.76067128702596
98.0,75.0,149.0,30.720650939399228
100.0,75.0,233.0,19.99301258741642
102.0,75.0,257.0,18.193878508313553
104.0,75.0,276.0,16.98731195206513
106.0,75.0,335.0,14.011300966796291
108.0,75.0,115.0,38.51962927439125
110.0,75.0,96.0,44.253435539940966
112.0,75.0,51.0,63.20530343614917
114.0,75.0,43.0,67.54964093531305
116.0,75.0,67.0,55.471979982962175
118.0,75.0,66.0,55.9203319278888
120.0,75.0,78.0,50.82500906656971
119.0,76.0,7.0,91.74109455276806
117.0,76.0,7.0,91.74109455276806
115.0,76.0,6.0,92.53486214163408
113.0,76.0,77.0,51.226557959833585
111.0,76.0,57.0,60.16179992535716
109.0,76.0,16.0,84.91382640459119
107.0,76.0,85.0,48.12516846335874
105.0,76.0,254.0,18.400234997638226
103.0,76.0,276.0,16.98731195206513
101.0,76.0,250.0,18.682965624999987
99.0,76.0,242.0,19.276354079168517
97.0,76.0,186.0,24.874210521812667
95.0,76.0,92.0,45.611088810987724
93.0,76.0,127.0,35.442898675546694
91.0,76.0,130.0,34.73254888851999
89.0,76.0,281.0,16.695129197912657
87.0,76.0,341.0,13.752891065364366
85.0,76.0,260.0,17.992175072639995
83.0,76.0,240.0,19.43091060736001
81.0,76.0,208.0,22.31492474884586
79.0,76.0,5.0,93.33586027273876
77.0,76.0,5.0,93.33586027273876
75.0,76.0,43.0,67.54964093531305
73.0,76.0,39.0,69.8506981865008
71.0,76.0,40.0,69.26713678336
69.0,76.0,46.0,65.88099883757137
67.0,76.0,62.0,57.75893129269237
65.0,76.0,4.0,94.14414269819022
63.0,76.0,4.0,94.14414269819022
61.0,76.0,10.0,89.40264161764
60.0,77.0,32.0,74.09513740234262
62.0,77.0,53.0,62.170910275883664
64.0,77.0,77.0,51.226557959833585
66.0,77.0,118.0,37.7137120168942
68.0,77.0,98.0,43.59529788209675
70.0,77.0,10.0,89.40264161764
72.0,77.0,10.0,89.40264161764
74.0,77.0,38.0,70.43986552529485
76.0,77.0,55.0,61.15651924842625
78.0,77.0,6.0,92.53486214163408
80.0,77.0,5.0,93.33586027273876
82.0,77.0,166.0,27.753256906643994
84.0,77.0,243.0,19.200037563229472
86.0,77.0,249.0,18.755055259477402
88.0,77.0,295.0,15.923782973886278
90.0,77.0,246.0,18.974829748169768
92.0,77.0,245.0,19.04928403819874
94.0,77.0,241.0,19.35330879269415
96.0,77.0,225.0,20.67897640234376
98.0,77.0,216.0,21.512560438101627
100.0,77.0,218.0,21.321273073217387
102.0,77.0,320.0,14.686336020480006
104.0,77.0,307.0,15.310035562202678
106.0,77.0,347.0,13.500443870045224
108.0,77.0,264.0,17.73014022328976
110.0,77.0,42.0,68.11665263391413
112.0,77.0,6.0,92.53486214163408
114.0,77.0,28.0,76.64991208492013
116.0,77.0,4.0,94.14414269819022
118.0,77.0,5.0,93.33586027273876
120.0,77.0,106.0,41.09480164378128
119.0,78.0,139.0,32.731646570707
117.0,78.0,142.0,32.10587139622131
115.0,78.0,126.0,35.68471945438032
113.0,78.0,7.0,91.74109455276806
111.0,78.0,41.0,68.68913646599376
109.0,78.0,36.0,71.63519866057585
107.0,78.0,110.0,39.920366939640004
105.0,78.0,342.0,13.710413258755803
103.0,78.0,359.0,13.011957736319012
101.0,78.0,287.0,16.35655164584786
99.0,78.0,269.0,17.41307596393147
97.0,78.0,255.0,18.330920176176264
95.0,78.0,257.0,18.193878508313553
93.0,78.0,253.0,18.47008922335206
91.0,78.0,255.0,18.330920176176264
89.0,78.0,251.0,18.61144670886559
87.0,78.0,262.0,17.860194802842777
85.0,78.0,257.0,18.193878508313553
83.0,78.0,242.0,19.276354079168517
81.0,78.0,239.0,19.509168533233225
79.0,78.0,151.0,30.343332266867368
77.0,78.0,4.0,94.14414269819022
75.0,78.0,62.0,57.75893129269237
73.0,78.0,43.0,67.54964093531305
71.0,78.0,77.0,51.226557959833585
69.0,78.0,41.0,68.68913646599376
67.0,78.0,116.0,38.24816921590641
65.0,78.0,79.0,50.427495265920875
63.0,78.0,20.0,82.05613280447999
61.0,78.0,15.0,85.64489305551625
60.0,79.0,23.0,79.9813572042446
62.0,79.0,5.0,93.33586027273876
64.0,79.0,15.0,85.64489305551625
66.0,79.0,58.0,59.67171493914508
68.0,79.0,5.0,93.33586027273876
70.0,79.0,1.0,96.6132373800201
72.0,79.0,7.0,91.74109455276806
74.0,79.0,23.0,79.9813572042446
76.0,79.0,50.0,63.730105124999994
78.0,79.0,4.0,94.14414269819022
80.0,79.0,62.0,57.75893129269237
82.0,79.0,230.0,20.24455517052
84.0,79.0,242.0,19.276354079168517
86.0,79.0,247.0,18.900979092430955
88.0,79.0,249.0,18.755055259477402
90.0,79.0,250.0,18.682965624999987
92.0,79.0,306.0,15.359697605515656
94.0,79.0,321.0,14.639935576007908
96.0,79.0,285.0,16.468013251108772
98.0,79.0,262.0,17.860194802842777
100.0,79.0,251.0,18.61144670886559
102.0,79.0,251.0,18.61144670886559
104.0,79.0,250.0,18.682965624999987
106.0,79.0,276.0,16.98731195206513
108.0,79.0,302.0,15.560955642140026
110.0,79.0,103.0,42.00826806254076
112.0,79.0,16.0,84.91382640459119
114.0,79.0,16.0,84.91382640459119
116.0,79.0,23.0,79.9813572042446
118.0,79.0,9.0,90.17503736040335
120.0,79.0,7.0,91.74109455276806
119.0,80.0,6.0,92.53486214163408
117.0,80.0,7.0,91.74109455276806
115.0,80.0,17.0,84.18946770328108
113.0,80.0,12.0,87.87885252755477
111.0,80.0,66.0,55.9203319278888
109.0,80.0,101.0,42.633238974098276
107.0,80.0,190.0,24.366053506360018
105.0,80.0,313.0,15.01727636060533
103.0,80.0,255.0,18.330920176176264
101.0,80.0,253.0,18.47008922335206
99.0,80.0,255.0,18.330920176176264
97.0,80.0,251.0,18.61144670886559
95.0,80.0,255.0,18.330920176176264
93.0,80.0,249.0,18.755055259477402
91.0,80.0,250.0,18.682965624999987
89.0,80.0,250.0,18.682965624999987
87.0,80.0,250.0,18.682965624999987
85.0,80.0,246.0,18.974829748169768
83.0,80.0,245.0,19.04928403819874
81.0,80.0,256.0,18.26213717540209
79.0,80.0,179.0,25.814954438575086
77.0,80.0,48.0,64.79512944923115
75.0,80.0,95.0,44.58762856613625
73.0,80.0,71.0,53.722612794222414
71.0,80.0,58.0,59.67171493914508
69.0,80.0,59.0,59.18642569790845
67.0,80.0,86.0,47.754914464401445
65.0,80.0,6.0,92.53486214163408
63.0,80.0,5.0,93.33586027273876
61.0,80.0,5.0,93.33586027273876
60.0,81.0,3.0,94.95976344436657
62.0,81.0,5.0,93.33586027273876
64.0,81.0,15.0,85.64489305551625
66.0,81.0,102.0,42.319133905557635
68.0,81.0,34.0,72.85350000305839
70.0,81.0,4.0,94.14414269819022
72.0,81.0,15.0,85.64489305551625
74.0,81.0,27.0,77.3037768451805
76.0,81.0,31.0,74.72482318540713
78.0,81.0,11.0,88.6372641371643
80.0,81.0,198.0,23.40917626014797
82.0,81.0,294.0,15.976782784519559
84.0,81.0,319.0,14.732949951452518
86.0,81.0,280.0,16.752811371520004
88.0,81.0,270.0,17.350994959480012
90.0,81.0,258.0,18.12613678375951
92.0,81.0,259.0,18.058904705728857
94.0,81.0,260.0,17.992175072639995
96.0,81.0,255.0,18.330920176176264
98.0,81.0,255.0,18.330920176176264
100.0,81.0,253.0,18.47008922335206
102.0,81.0,254.0,18.400234997638226
104.0,81.0,250.0,18.682965624999987
106.0,81.0,253.0,18.47008922335206
108.0,81.0,309.0,15.211469687133945
110.0,81.0,149.0,30.720650939399228
112.0,81.0,7.0,91.74109455276806
114.0,81.0,22.0,80.6665253550015
116.0,81.0,16.0,84.91382640459119
118.0,81.0,12.0,87.87885252755477
120.0,81.0,35.0,72.24145541017124
119.0,82.0,6.0,92.53486214163408
117.0,82.0,25.0,78.63004605859375
115.0,82.0,47.0,65.33543710352254
113.0,82.0,43.0,67.54964093531305
111.0,82.0,34.0,72.85350000305839
109.0,82.0,64.0,56.830515752147356
107.0,82.0,341.0,13.752891065364366
105.0,82.0,274.0,17.1069026939845
103.0,82.0,254.0,18.400234997638226
101.0,82.0,249.0,18.755055259477402
99.0,82.0,254.0,18.400234997638226
97.0,82.0,254.0,18.400234997638226
95.0,82.0,254.0,18.400234997638226
93.0,82.0,254.0,18.400234997638226
91.0,82.0,249.0,18.755055259477402
89.0,82.0,251.0,18.61144670886559
87.0,82.0,280.0,16.752811371520004
85.0,82.0,327.0,14.365866388999098
83.0,82.0,291.0,16.13762580491929
81.0,82.0,266.0,17.601957048279207
79.0,82.0,245.0,19.04928403819874
77.0,82.0,103.0,42.00826806254076
75.0,82.0,33.0,73.47137854673201
73.0,82.0,45.0,66.43185777044876
71.0,82.0,28.0,76.64991208492013
69.0,82.0,43.0,67.54964093531305
67.0,82.0,55.0,61.15651924842625
65.0,82.0,4.0,94.14414269819022
63.0,82.0,5.0,93.33586027273876
61.0,82.0,4.0,94.14414269819022
60.0,83.0,24.0,79.30254708437646
62.0,83.0,26.0,77.96380545085714
64.0,83.0,43.0,67.54964093531305
66.0,83.0,12.0,87.87885252755477
68.0,83.0,4.0,94.14414269819022
70.0,83.0,4.0,94.14414269819022
72.0,83.0,36.0,71.63519866057585
74.0,83.0,83.0,48.87708130289312
76.0,83.0,30.0,75.36048276652001
78.0,83.0,33.0,73.47137854673201
80.0,83.0,223.0,20.858302553217012
82.0,83.0,250.0,18.682965624999987
84.0,83.0,261.0,17.925940776629805
86.0,83.0,261.0,17.925940776629805
88.0,83.0,245.0,19.04928403819874
90.0,83.0,247.0,18.900979092430955
92.0,83.0,245.0,19.04928403819874
94.0,83.0,246.0,18.974829748169768
96.0,83.0,250.0,18.682965624999987
98.0,83.0,250.0,18.682965624999987
100.0,83.0,250.0,18.682965624999987
102.0,83.0,249.0,18.755055259477402
104.0,83.0,247.0,18.900979092430955
106.0,83.0,254.0,18.400234997638226
108.0,83.0,279.0,16.810865311149257
110.0,83.0,449.0,9.845134177793923
112.0,83.0,109.0,40.20940153819353
114.0,83.0,35.0,72.24145541017124
116.0,83.0,20.0,82.05613280447999
118.0,83.0,48.0,64.79512944923115
120.0,83.0,49.0,64.26003300004103
119.0,84.0,4.0,94.14414269819022
117.0,84.0,5.0,93.33586027273876
115.0,84.0,5.0,93.33586027273876
113.0,84.0,55.0,61.15651924842625
111.0,84.0,39.0,69.8506981865008
109.0,84.0,234.0,19.910622728568786
107.0,84.0,325.0,14.456414699218787
105.0,84.0,265.0,17.66581804645373
103.0,84.0,246.0,18.974829748169768
101.0,84.0,221.0,21.040933894233735
99.0,84.0,249.0,18.755055259477402
97.0,84.0,271.0,17.289343211610834
95.0,84.0,302.0,15.560955642140026
93.0,84.0,262.0,17.860194802842777
91.0,84.0,240.0,19.43091060736001
89.0,84.0,237.0,19.667689295702715
87.0,84.0,240.0,19.43091060736001
85.0,84.0,233.0,19.99301258741642
83.0,84.0,271.0,17.289343211610834
81.0,84.0,248.0,18.82772368933356
79.0,84.0,238.0,19.588091687605235
77.0,84.0,181.0,25.53924339905042
75.0,84.0,46.0,65.88099883757137
73.0,84.0,23.0,79.9813572042446
71.0,84.0,46.0,65.88099883757137
69.0,84.0,53.0,62.170910275883664
67.0,84.0,90.0,46.31112114436
65.0,84.0,5.0,93.33586027273876
63.0,84.0,4.0,94.14414269819022
61.0,84.0,5.0,93.33586027273876
60.0,85.0,12.0,87.87885252755477
62.0,85.0,61.0,58.2300737542174
64.0,85.0,122.0,36.67787974150068
66.0,85.0,154.0,29.792083460419025
68.0,85.0,16.0,84.91382640459119
70.0,85.0,8.0,90.95450402759147
72.0,85.0,8.0,90.95450402759147
74.0,85.0,37.0,71.0346838997223
76.0,85.0,24.0,79.30254708437646
78.0,85.0,143.0,31.901651967791242
80.0,85.0,223.0,20.858302553217012
82.0,85.0,247.0,18.900979092430955
84.0,85.0,298.0,15.766567267959202
86.0,85.0,230.0,20.24455517052
88.0,85.0,195.0,23.75905562501125
90.0,85.0,170.0,27.128701317479983
92.0,85.0,183.0,25.26913977623533
94.0,85.0,134.0,33.81973397125359
96.0,85.0,126.0,35.68471945438032
98.0,85.0,196.0,23.641265177240165
100.0,85.0,256.0,18.26213717540209
102.0,85.0,235.0,19.82894531792128
104.0,85.0,256.0,18.26213717540209
106.0,85.0,260.0,17.992175072639995
108.0,85.0,262.0,17.860194802842777
110.0,85.0,322.0,14.593745882819118
112.0,85.0,139.0,32.731646570707
114.0,85.0,43.0,67.54964093531305
116.0,85.0,32.0,74.09513740234262
118.0,85.0,58.0,59.67171493914508
120.0,85.0,50.0,63.730105124999994
119.0,86.0,7.0,91.74109455276806
117.0,86.0,15.0,85.64489305551625
115.0,86.0,74.0,52.45577503893807
113.0,86.0,40.0,69.26713678336
111.0,86.0,41.0,68.68913646599376
109.0,86.0,277.0,16.928110099045963
107.0,86.0,293.0,16.03008695205854
105.0,86.0,340.0,13.795534399359962
103.0,86.0,289.0,16.246435126366336
101.0,86.0,154.0,29.792083460419025
99.0,86.0,88.0,47.025640739312436
97.0,86.0,81.0,49.64443056266823
95.0,86.0,80.0,50.03398090752
93.0,86.0,82.0,49.258809023624195
91.0,86.0,74.0,52.45577503893807
89.0,86.0,75.0,52.04190473828125
87.0,86.0,81.0,49.64443056266823
85.0,86.0,115.0,38.51962927439125
83.0,86.0,317.0,14.826829466267707
81.0,86.0,258.0,18.12613678375951
79.0,86.0,243.0,19.200037563229472
77.0,86.0,190.0,24.366053506360018
75.0,86.0,65.0,56.37316431870375
73.0,86.0,47.0,65.33543710352254
71.0,86.0,37.0,71.0346838997223
69.0,86.0,54.0,61.66123523711983
67.0,86.0,182.0,25.40349895546741
65.0,86.0,23.0,79.9813572042446
63.0,86.0,14.0,86.38271870456175
61.0,86.0,6.0,92.53486214163408
60.0,87.0,16.0,84.91382640459119
62.0,87.0,36.0,71.63519866057585
64.0,87.0,29.0,76.00216327206377
66.0,87.0,60.0,58.70589196864
68.0,87.0,47.0,65.33543710352254
70.0,87.0,5.0,93.33586027273876
72.0,87.0,27.0,77.3037768451805
74.0,87.0,9.0,90.17503736040335
76.0,87.0,11.0,88.6372641371643
78.0,87.0,178.0,25.954954587788922
80.0,87.0,241.0,19.35330879269415
82.0,87.0,253.0,18.47008922335206
84.0,87.0,332.0,14.142873106432202
86.0,87.0,114.0,38.79394746981296
88.0,87.0,97.0,43.922669234959635
90.0,87.0,100.0,42.950613999999995
92.0,87.0,92.0,45.611088810987724
94.0,87.0,95.0,44.58762856613625
96.0,87.0,73.0,52.87382526457771
98.0,87.0,62.0,57.75893129269237
100.0,87.0,101.0,42.633238974098276
102.0,87.0,71.0,53.722612794222414
104.0,87.0,197.0,23.52464352241384
106.0,87.0,254.0,18.400234997638226
108.0,87.0,255.0,18.330920176176264
110.0,87.0,311.0,15.11389208578289
112.0,87.0,261.0,17.925940776629805
114.0,87.0,62.0,57.75893129269237
116.0,87.0,27.0,77.3037768451805
118.0,87.0,54.0,61.66123523711983
120.0,87.0,50.0,63.730105124999994
119.0,88.0,10.0,89.40264161764
117.0,88.0,14.0,86.38271870456175
115.0,88.0,69.0,54.58856419764705
113.0,88.0,80.0,50.03398090752
111.0,88.0,93.0,45.266422907182154
109.0,88.0,330.0,14.231503212519979
107.0,88.0,271.0,17.289343211610834
105.0,88.0,255.0,18.330920176176264
103.0,88.0,221.0,21.040933894233735
101.0,88.0,24.0,79.30254708437646
99.0,88.0,55.0,61.15651924842625
97.0,88.0,78.0,50.82500906656971
95.0,88.0,66.0,55.9203319278888
93.0,88.0,80.0,50.03398090752
91.0,88.0,50.0,63.730105124999994
89.0,88.0,54.0,61.66123523711983
87.0,88.0,46.0,65.88099883757137
85.0,88.0,77.0,51.226557959833585
83.0,88.0,273.0,17.167303075310105
81.0,88.0,272.0,17.228114596449473
79.0,88.0,267.0,17.53855066828657
77.0,88.0,324.0,14.501988056946068
75.0,88.0,167.0,27.59466236830438
73.0,88.0,54.0,61.66123523711983
71.0,88.0,59.0,59.18642569790845
69.0,88.0,35.0,72.24145541017124
67.0,88.0,97.0,43.922669234959635
65.0,88.0,5.0,93.33586027273876
63.0,88.0,5.0,93.33586027273876
61.0,88.0,5.0,93.33586027273876
60.0,89.0,61.0,58.2300737542174
62.0,89.0,15.0,85.64489305551625
64.0,89.0,27.0,77.3037768451805
66.0,89.0,58.0,59.67171493914508
68.0,89.0,5.0,93.33586027273876
70.0,89.0,5.0,93.33586027273876
72.0,89.0,45.0,66.43185777044876
74.0,89.0,23.0,79.9813572042446
76.0,89.0,102.0,42.319133905557635
78.0,89.0,235.0,19.82894531792128
80.0,89.0,256.0,18.26213717540209
82.0,89.0,356.0,13.132132958749331
84.0,89.0,305.0,15.409617039363733
86.0,89.0,52.0,62.68558578781204
88.0,89.0,59.0,59.18642569790845
90.0,89.0,59.0,59.18642569790845
92.0,89.0,60.0,58.70589196864
94.0,89.0,67.0,55.471979982962175
96.0,89.0,70.0,54.153424315479995
98.0,89.0,54.0,61.66123523711983
100.0,89.0,64.0,56.830515752147356
102.0,89.0,83.0,48.87708130289312
104.0,89.0,150.0,30.530995375000003
106.0,89.0,240.0,19.43091060736001
108.0,89.0,251.0,18.61144670886559
110.0,89.0,267.0,17.53855066828657
112.0,89.0,327.0,14.365866388999098
114.0,89.0,39.0,69.8506981865008
116.0,89.0,24.0,79.30254708437646
118.0,89.0,60.0,58.70589196864
120.0,89.0,89.0,46.66655343531391
119.0,90.0,5.0,93.33586027273876
117.0,90.0,25.0,78.63004605859375
115.0,90.0,87.0,47.38841652202742
113.0,90.0,55.0,61.15651924842625
111.0,90.0,92.0,45.611088810987724
109.0,90.0,297.0,15.818679389308024
107.0,90.0,255.0,18.330920176176264
105.0,90.0,246.0,18.974829748169768
103.0,90.0,128.0,35.20361370685931
101.0,90.0,70.0,54.153424315479995
99.0,90.0,57.0,60.16179992535716
97.0,90.0,62.0,57.75893129269237
95.0,90.0,74.0,52.45577503893807
93.0,90.0,69.0,54.58856419764705
91.0,90.0,62.0,57.75893129269237
89.0,90.0,57.0,60.16179992535716
87.0,90.0,59.0,59.18642569790845
85.0,90.0,88.0,47.025640739312436
83.0,90.0,213.0,21.80631771937521
81.0,90.0,360.0,12.972175344640057
79.0,90.0,268.0,17.475592434739003
77.0,90.0,253.0,18.47008922335206
75.0,90.0,196.0,23.641265177240165
73.0,90.0,32.0,74.09513740234262
71.0,90.0,81.0,49.64443056266823
69.0,90.0,60.0,58.70589196864
67.0,90.0,66.0,55.9203319278888
65.0,90.0,5.0,93.33586027273876
63.0,90.0,4.0,94.14414269819022
61.0,90.0,5.0,93.33586027273876
60.0,91.0,16.0,84.91382640459119
62.0,91.0,41.0,68.68913646599376
64.0,91.0,55.0,61.15651924842625
66.0,91.0,5.0,93.33586027273876
68.0,91.0,39.0,69.8506981865008
70.0,91.0,58.0,59.67171493914508
72.0,91.0,80.0,50.03398090752
74.0,91.0,135.0,33.597492599046255
76.0,91.0,217.0,21.416469567965475
78.0,91.0,262.0,17.860194802842777
80.0,91.0,269.0,17.41307596393147
82.0,91.0,297.0,15.818679389308024
84.0,91.0,172.0,26.826061007790283
86.0,91.0,23.0,79.9813572042446
88.0,91.0,40.0,69.26713678336
90.0,91.0,58.0,59.67171493914508
92.0,91.0,62.0,57.75893129269237
94.0,91.0,65.0,56.37316431870375
96.0,91.0,73.0,52.87382526457771
98.0,91.0,60.0,58.70589196864
100.0,91.0,97.0,43.922669234959635
102.0,91.0,5.0,93.33586027273876
104.0,91.0,19.0,82.76067128702596
106.0,91.0,210.0,22.108555941639995
108.0,91.0,246.0,18.974829748169768
110.0,91.0,275.0,17.046907582031256
112.0,91.0,386.0,11.981993059675084
114.0,91.0,286.0,16.412111898903866
116.0,91.0,45.0,66.43185777044876
118.0,91.0,44.0,66.9880572663515
120.0,91.0,47.0,65.33543710352254
119.0,92.0,76.0,51.63217781845873
117.0,92.0,55.0,61.15651924842625
115.0,92.0,64.0,56.830515752147356
113.0,92.0,54.0,61.66123523711983
111.0,92.0,324.0,14.501988056946068
109.0,92.0,266.0,17.601957048279207
107.0,92.0,251.0,18.61144670886559
105.0,92.0,239.0,19.509168533233225
103.0,92.0,90.0,46.31112114436
101.0,92.0,4.0,94.14414269819022
99.0,92.0,127.0,35.442898675546694
97.0,92.0,66.0,55.9203319278888
95.0,92.0,82.0,49.258809023624195
93.0,92.0,111.0,39.63433304369049
91.0,92.0,90.0,46.31112114436
89.0,92.0,68.0,55.0280701180926
87.0,92.0,55.0,61.15651924842625
85.0,92.0,38.0,70.43986552529485
83.0,92.0,96.0,44.253435539940966
81.0,92.0,231.0,20.159968864171525
79.0,92.0,281.0,16.695129197912657
77.0,92.0,254.0,18.400234997638226
75.0,92.0,230.0,20.24455517052
73.0,92.0,102.0,42.319133905557635
71.0,92.0,50.0,63.730105124999994
69.0,92.0,62.0,57.75893129269237
67.0,92.0,46.0,65.88099883757137
65.0,92.0,43.0,67.54964093531305
63.0,92.0,0.0,97.4512
61.0,92.0,4.0,94.14414269819022
60.0,93.0,27.0,77.3037768451805
62.0,93.0,8.0,90.95450402759147
64.0,93.0,47.0,65.33543710352254
66.0,93.0,42.0,68.11665263391413
68.0,93.0,113.0,39.071151920304985
70.0,93.0,32.0,74.09513740234262
72.0,93.0,68.0,55.0280701180926
74.0,93.0,69.0,54.58856419764705
76.0,93.0,207.0,22.419610144684444
78.0,93.0,243.0,19.200037563229472
80.0,93.0,252.0,18.540490534154447
82.0,93.0,196.0,23.641265177240165
84.0,93.0,167.0,27.59466236830438
86.0,93.0,5.0,93.33586027273876
88.0,93.0,46.0,65.88099883757137
90.0,93.0,63.0,57.29242505657988
92.0,93.0,66.0,55.9203319278888
94.0,93.0,70.0,54.153424315479995
96.0,93.0,58.0,59.67171493914508
98.0,93.0,73.0,52.87382526457771
100.0,93.0,81.0,49.64443056266823
102.0,93.0,104.0,41.70061091852943
104.0,93.0,85.0,48.12516846335874
106.0,93.0,172.0,26.826061007790283
108.0,93.0,261.0,17.925940776629805
110.0,93.0,271.0,17.289343211610834
112.0,93.0,295.0,15.923782973886278
114.0,93.0,362.0,12.893016595677913
116.0,93.0,67.0,55.471979982962175
118.0,93.0,28.0,76.64991208492013
120.0,93.0,36.0,71.63519866057585
119.0,94.0,55.0,61.15651924842625
117.0,94.0,47.0,65.33543710352254
115.0,94.0,31.0,74.72482318540713
113.0,94.0,43.0,67.54964093531305
111.0,94.0,347.0,13.500443870045224
109.0,94.0,250.0,18.682965624999987
107.0,94.0,250.0,18.682965624999987
105.0,94.0,192.0,24.11958581161493
103.0,94.0,41.0,68.68913646599376
101.0,94.0,91.0,45.95931061533886
99.0,94.0,139.0,32.731646570707
97.0,94.0,97.0,43.922669234959635
95.0,94.0,101.0,42.633238974098276
93.0,94.0,69.0,54.58856419764705
91.0,94.0,67.0,55.471979982962175
89.0,94.0,62.0,57.75893129269237
87.0,94.0,55.0,61.15651924842625
85.0,94.0,35.0,72.24145541017124
83.0,94.0,5.0,93.33586027273876
81.0,94.0,211.0,22.006847071896686
79.0,94.0,294.0,15.976782784519559
77.0,94.0,246.0,18.974829748169768
75.0,94.0,226.0,20.590525523183523
73.0,94.0,180.0,25.67638965952
71.0,94.0,58.0,59.67171493914508
69.0,94.0,65.0,56.37316431870375
67.0,94.0,36.0,71.63519866057585
65.0,94.0,128.0,35.20361370685931
63.0,94.0,43.0,67.54964093531305
61.0,94.0,23.0,79.9813572042446
60.0,95.0,18.0,83.47176616953098
62.0,95.0,15.0,85.64489305551625
64.0,95.0,38.0,70.43986552529485
66.0,95.0,25.0,78.63004605859375
68.0,95.0,122.0,36.67787974150068
70.0,95.0,44.0,66.9880572663515
72.0,95.0,47.0,65.33543710352254
74.0,95.0,119.0,37.450659617648164
76.0,95.0,219.0,21.22695929779035
78.0,95.0,243.0,19.200037563229472
80.0,95.0,301.0,15.611940904094663
82.0,95.0,310.0,15.162559023640018
84.0,95.0,5.0,93.33586027273876
86.0,95.0,14.0,86.38271870456175
88.0,95.0,32.0,74.09513740234262
90.0,95.0,61.0,58.2300737542174
92.0,95.0,68.0,55.0280701180926
94.0,95.0,106.0,41.09480164378128
96.0,95.0,87.0,47.38841652202742
98.0,95.0,101.0,42.633238974098276
100.0,95.0,81.0,49.64443056266823
102.0,95.0,82.0,49.258809023624195
104.0,95.0,56.0,60.65672112614769
106.0,95.0,40.0,69.26713678336
108.0,95.0,212.0,21.906105133865164
110.0,95.0,250.0,18.682965624999987
112.0,95.0,251.0,18.61144670886559
114.0,95.0,351.0,13.335268946143753
116.0,95.0,173.0,26.6770862720639
118.0,95.0,5.0,93.33586027273876
120.0,95.0,46.0,65.88099883757137
119.0,96.0,51.0,63.20530343614917
117.0,96.0,76.0,51.63217781845873
115.0,96.0,47.0,65.33543710352254
113.0,96.0,64.0,56.830515752147356
111.0,96.0,368.0,12.658697334502243
109.0,96.0,348.0,13.458921738024813
107.0,96.0,279.0,16.810865311149257
105.0,96.0,168.0,27.4377173679358
103.0,96.0,39.0,69.8506981865008
101.0,96.0,51.0,63.20530343614917
99.0,96.0,24.0,79.30254708437646
97.0,96.0,63.0,57.29242505657988
95.0,96.0,94.0,44.92528029222511
93.0,96.0,73.0,52.87382526457771
91.0,96.0,62.0,57.75893129269237
89.0,96.0,62.0,57.75893129269237
87.0,96.0,39.0,69.8506981865008
85.0,96.0,50.0,63.730105124999994
83.0,96.0,31.0,74.72482318540713
81.0,96.0,9.0,90.17503736040335
79.0,96.0,366.0,12.736287456794464
77.0,96.0,244.0,19.124350447125924
75.0,96.0,248.0,18.82772368933356
73.0,96.0,264.0,17.73014022328976
71.0,96.0,119.0,37.450659617648164
69.0,96.0,50.0,63.730105124999994
67.0,96.0,12.0,87.87885252755477
