pan,tilt,ir,dist
105.0,56.0,28.0,76.64991208492013
103.0,56.0,59.0,59.18642569790845
101.0,56.0,83.0,48.87708130289312
99.0,56.0,57.0,60.16179992535716
97.0,56.0,63.0,57.29242505657988
95.0,56.0,107.0,40.796589480206244
93.0,56.0,266.0,17.601957048279207
91.0,56.0,192.0,24.11958581161493
89.0,56.0,24.0,79.30254708437646
87.0,56.0,54.0,61.66123523711983
85.0,56.0,70.0,54.153424315479995
83.0,56.0,43.0,67.54964093531305
81.0,56.0,39.0,69.8506981865008
79.0,56.0,11.0,88.6372641371643
77.0,56.0,43.0,67.54964093531305
75.0,56.0,27.0,77.3037768451805
73.0,56.0,43.0,67.54964093531305
71.0,56.0,15.0,85.64489305551625
69.0,56.0,27.0,77.3037768451805
67.0,56.0,45.0,66.43185777044876
65.0,56.0,64.0,56.830515752147356
63.0,56.0,37.0,71.0346838997223
61.0,56.0,31.0,74.72482318540713
60.0,57.0,14.0,86.38271870456175
62.0,57.0,5.0,93.33586027273876
64.0,57.0,8.0,90.95450402759147
66.0,57.0,10.0,89.40264161764
68.0,57.0,8.0,90.95450402759147
70.0,57.0,55.0,61.15651924842625
72.0,57.0,27.0,77.3037768451805
74.0,57.0,54.0,61.66123523711983
76.0,57.0,46.0,65.88099883757137
78.0,57.0,5.0,93.33586027273876
80.0,57.0,62.0,57.75893129269237
82.0,57.0,27.0,77.3037768451805
84.0,57.0,50.0,63.730105124999994
86.0,57.0,35.0,72.24145541017124
88.0,57.0,19.0,82.76067128702596
90.0,57.0,43.0,67.54964093531305
92.0,57.0,145.0,31.49963390932376
94.0,57.0,265.0,17.66581804645373
96.0,57.0,359.0,13.011957736319012
98.0,57.0,148.0,30.91232063840235
100.0,57.0,22.0,80.6665253550015
102.0,57.0,52.0,62.68558578781204
104.0,57.0,26.0,77.96380545085714
106.0,57.0,12.0,87.87885252755477
108.0,57.0,32.0,74.09513740234262
110.0,57.0,32.0,74.09513740234262
112.0,57.0,35.0,72.24145541017124
114.0,57.0,9.0,90.17503736040335
116.0,57.0,19.0,82.76067128702596
118.0,57.0,6.0,92.53486214163408
120.0,57.0,20.0,82.05613280447999
119.0,58.0,10.0,89.40264161764
117.0,58.0,27.0,77.3037768451805
115.0,58.0,27.0,77.3037768451805
113.0,58.0,39.0,69.8506981865008
111.0,58.0,32.0,74.09513740234262
109.0,58.0,77.0,51.226557959833585
107.0,58.0,57.0,60.16179992535716
105.0,58.0,37.0,71.0346838997223
103.0,58.0,57.0,60.16179992535716
101.0,58.0,40.0,69.26713678336
99.0,58.0,37.0,71.0346838997223
97.0,58.0,144.0,31.6995803789787
95.0,58.0,284.0,16.52426062314636
93.0,58.0,227.0,20.502868478152894
91.0,58.0,207.0,22.419610144684444
89.0,58.0,158.0,29.083694077772268
87.0,58.0,19.0,82.76067128702596
85.0,58.0,43.0,67.54964093531305
83.0,58.0,39.0,69.8506981865008
81.0,58.0,31.0,74.72482318540713
79.0,58.0,54.0,61.66123523711983
77.0,58.0,9.0,90.17503736040335
75.0,58.0,46.0,65.88099883757137
73.0,58.0,60.0,58.70589196864
71.0,58.0,60.0,58.70589196864
69.0,58.0,77.0,51.226557959833585
67.0,58.0,55.0,61.15651924842625
65.0,58.0,13.0,87.1273546673948
63.0,58.0,5.0,93.33586027273876
61.0,58.0,8.0,90.95450402759147
60.0,59.0,7.0,91.74109455276806
62.0,59.0,7.0,91.74109455276806
64.0,59.0,5.0,93.33586027273876
66.0,59.0,6.0,92.53486214163408
68.0,59.0,5.0,93.33586027273876
70.0,59.0,39.0,69.8506981865008
72.0,59.0,26.0,77.96380545085714
74.0,59.0,31.0,74.72482318540713
76.0,59.0,39.0,69.8506981865008
78.0,59.0,3.0,94.95976344436657
80.0,59.0,42.0,68.11665263391413
82.0,59.0,77.0,51.226557959833585
84.0,59.0,39.0,69.8506981865008
86.0,59.0,23.0,79.9813572042446
88.0,59.0,36.0,71.63519866057585
90.0,59.0,183.0,25.26913977623533
92.0,59.0,248.0,18.82772368933356
94.0,59.0,237.0,19.667689295702715
96.0,59.0,263.0,17.794930228720276
98.0,59.0,292.0,16.083699820882117
100.0,59.0,112.0,39.35127094078997
102.0,59.0,24.0,79.30254708437646
104.0,59.0,7.0,91.74109455276806
106.0,59.0,31.0,74.72482318540713
108.0,59.0,31.0,74.72482318540713
110.0,59.0,35.0,72.24145541017124
112.0,59.0,23.0,79.9813572042446
114.0,59.0,6.0,92.53486214163408
116.0,59.0,7.0,91.74109455276806
118.0,59.0,39.0,69.8506981865008
120.0,59.0,8.0,90.95450402759147
119.0,60.0,6.0,92.53486214163408
117.0,60.0,13.0,87.1273546673948
115.0,60.0,24.0,79.30254708437646
113.0,60.0,53.0,62.170910275883664
111.0,60.0,54.0,61.66123523711983
109.0,60.0,36.0,71.63519866057585
107.0,60.0,9.0,90.17503736040335
105.0,60.0,35.0,72.24145541017124
103.0,60.0,10.0,89.40264161764
101.0,60.0,9.0,90.17503736040335
99.0,60.0,66.0,55.9203319278888
97.0,60.0,254.0,18.400234997638226
95.0,60.0,254.0,18.400234997638226
93.0,60.0,221.0,21.040933894233735
91.0,60.0,214.0,21.70747254738414
89.0,60.0,179.0,25.814954438575086
87.0,60.0,93.0,45.266422907182154
85.0,60.0,8.0,90.95450402759147
83.0,60.0,7.0,91.74109455276806
81.0,60.0,46.0,65.88099883757137
79.0,60.0,54.0,61.66123523711983
77.0,60.0,36.0,71.63519866057585
75.0,60.0,75.0,52.04190473828125
73.0,60.0,71.0,53.722612794222414
71.0,60.0,43.0,67.54964093531305
69.0,60.0,24.0,79.30254708437646
67.0,60.0,18.0,83.47176616953098
65.0,60.0,3.0,94.95976344436657
63.0,60.0,5.0,93.33586027273876
61.0,60.0,5.0,93.33586027273876
60.0,61.0,7.0,91.74109455276806
62.0,61.0,2.0,95.78277681262644
64.0,61.0,5.0,93.33586027273876
66.0,61.0,5.0,93.33586027273876
68.0,61.0,5.0,93.33586027273876
70.0,61.0,39.0,69.8506981865008
72.0,61.0,39.0,69.8506981865008
74.0,61.0,43.0,67.54964093531305
76.0,61.0,39.0,69.8506981865008
78.0,61.0,5.0,93.33586027273876
80.0,61.0,4.0,94.14414269819022
82.0,61.0,14.0,86.38271870456175
84.0,61.0,64.0,56.830515752147356
86.0,61.0,41.0,68.68913646599376
88.0,61.0,117.0,37.97953937230327
90.0,61.0,220.0,21.133516708480013
92.0,61.0,224.0,20.76823180870289
94.0,61.0,234.0,19.910622728568786
96.0,61.0,228.0,20.41599469135853
98.0,61.0,274.0,17.1069026939845
100.0,61.0,261.0,17.925940776629805
102.0,61.0,62.0,57.75893129269237
104.0,61.0,6.0,92.53486214163408
106.0,61.0,5.0,93.33586027273876
108.0,61.0,6.0,92.53486214163408
110.0,61.0,5.0,93.33586027273876
112.0,61.0,10.0,89.40264161764
114.0,61.0,5.0,93.33586027273876
116.0,61.0,6.0,92.53486214163408
118.0,61.0,5.0,93.33586027273876
120.0,61.0,2.0,95.78277681262644
119.0,62.0,5.0,93.33586027273876
117.0,62.0,79.0,50.427495265920875
115.0,62.0,64.0,56.830515752147356
113.0,62.0,69.0,54.58856419764705
111.0,62.0,11.0,88.6372641371643
109.0,62.0,7.0,91.74109455276806
107.0,62.0,6.0,92.53486214163408
105.0,62.0,8.0,90.95450402759147
103.0,62.0,15.0,85.64489305551625
101.0,62.0,66.0,55.9203319278888
99.0,62.0,164.0,28.07547021555855
97.0,62.0,291.0,16.13762580491929
95.0,62.0,235.0,19.82894531792128
93.0,62.0,226.0,20.590525523183523
91.0,62.0,221.0,21.040933894233735
89.0,62.0,219.0,21.22695929779035
87.0,62.0,146.0,31.30179001383056
85.0,62.0,11.0,88.6372641371643
83.0,62.0,58.0,59.67171493914508
81.0,62.0,51.0,63.20530343614917
79.0,62.0,27.0,77.3037768451805
77.0,62.0,19.0,82.76067128702596
75.0,62.0,14.0,86.38271870456175
73.0,62.0,63.0,57.29242505657988
71.0,62.0,46.0,65.88099883757137
69.0,62.0,37.0,71.0346838997223
67.0,62.0,15.0,85.64489305551625
65.0,62.0,5.0,93.33586027273876
63.0,62.0,5.0,93.33586027273876
61.0,62.0,1.0,96.6132373800201
60.0,63.0,5.0,93.33586027273876
62.0,63.0,6.0,92.53486214163408
64.0,63.0,5.0,93.33586027273876
66.0,63.0,1.0,96.6132373800201
68.0,63.0,4.0,94.14414269819022
70.0,63.0,35.0,72.24145541017124
72.0,63.0,31.0,74.72482318540713
74.0,63.0,45.0,66.43185777044876
76.0,63.0,52.0,62.68558578781204
78.0,63.0,24.0,79.30254708437646
80.0,63.0,40.0,69.26713678336
82.0,63.0,67.0,55.471979982962175
84.0,63.0,84.0,48.49921263251599
86.0,63.0,63.0,57.29242505657988
88.0,63.0,131.0,34.50071834954934
90.0,63.0,221.0,21.040933894233735
92.0,63.0,226.0,20.590525523183523
94.0,63.0,227.0,20.502868478152894
96.0,63.0,230.0,20.24455517052
98.0,63.0,235.0,19.82894531792128
100.0,63.0,302.0,15.560955642140026
102.0,63.0,105.0,41.39613215161374
104.0,63.0,27.0,77.3037768451805
106.0,63.0,27.0,77.3037768451805
108.0,63.0,56.0,60.65672112614769
110.0,63.0,38.0,70.43986552529485
112.0,63.0,23.0,79.9813572042446
114.0,63.0,4.0,94.14414269819022
116.0,63.0,20.0,82.05613280447999
118.0,63.0,39.0,69.8506981865008
120.0,63.0,30.0,75.36048276652001
119.0,64.0,5.0,93.33586027273876
117.0,64.0,20.0,82.05613280447999
115.0,64.0,18.0,83.47176616953098
113.0,64.0,40.0,69.26713678336
111.0,64.0,48.0,64.79512944923115
109.0,64.0,31.0,74.72482318540713
107.0,64.0,39.0,69.8506981865008
105.0,64.0,27.0,77.3037768451805
103.0,64.0,36.0,71.63519866057585
101.0,64.0,85.0,48.12516846335874
99.0,64.0,214.0,21.70747254738414
97.0,64.0,268.0,17.475592434739003
95.0,64.0,238.0,19.588091687605235
93.0,64.0,224.0,20.76823180870289
91.0,64.0,230.0,20.24455517052
89.0,64.0,248.0,18.82772368933356
87.0,64.0,305.0,15.409617039363733
85.0,64.0,111.0,39.63433304369049
83.0,64.0,67.0,55.471979982962175
81.0,64.0,46.0,65.88099883757137
79.0,64.0,15.0,85.64489305551625
77.0,64.0,6.0,92.53486214163408
75.0,64.0,51.0,63.20530343614917
73.0,64.0,13.0,87.1273546673948
71.0,64.0,35.0,72.24145541017124
69.0,64.0,35.0,72.24145541017124
67.0,64.0,36.0,71.63519866057585
65.0,64.0,4.0,94.14414269819022
63.0,64.0,5.0,93.33586027273876
61.0,64.0,5.0,93.33586027273876
60.0,65.0,16.0,84.91382640459119
62.0,65.0,4.0,94.14414269819022
64.0,65.0,4.0,94.14414269819022
66.0,65.0,5.0,93.33586027273876
68.0,65.0,1.0,96.6132373800201
70.0,65.0,28.0,76.64991208492013
72.0,65.0,68.0,55.0280701180926
74.0,65.0,68.0,55.0280701180926
76.0,65.0,43.0,67.54964093531305
78.0,65.0,8.0,90.95450402759147
80.0,65.0,10.0,89.40264161764
82.0,65.0,29.0,76.00216327206377
84.0,65.0,45.0,66.43185777044876
86.0,65.0,93.0,45.266422907182154
88.0,65.0,209.0,22.21124427910376
90.0,65.0,225.0,20.67897640234376
92.0,65.0,230.0,20.24455517052
94.0,65.0,217.0,21.416469567965475
96.0,65.0,230.0,20.24455517052
98.0,65.0,235.0,19.82894531792128
100.0,65.0,265.0,17.66581804645373
102.0,65.0,214.0,21.70747254738414
104.0,65.0,39.0,69.8506981865008
106.0,65.0,39.0,69.8506981865008
108.0,65.0,18.0,83.47176616953098
110.0,65.0,52.0,62.68558578781204
112.0,65.0,83.0,48.87708130289312
114.0,65.0,31.0,74.72482318540713
116.0,65.0,32.0,74.09513740234262
118.0,65.0,19.0,82.76067128702596
120.0,65.0,22.0,80.6665253550015
119.0,66.0,8.0,90.95450402759147
117.0,66.0,24.0,79.30254708437646
115.0,66.0,12.0,87.87885252755477
113.0,66.0,40.0,69.26713678336
111.0,66.0,39.0,69.8506981865008
109.0,66.0,31.0,74.72482318540713
107.0,66.0,27.0,77.3037768451805
105.0,66.0,44.0,66.9880572663515
103.0,66.0,65.0,56.37316431870375
101.0,66.0,162.0,28.404510133847552
99.0,66.0,292.0,16.083699820882117
97.0,66.0,242.0,19.276354079168517
95.0,66.0,274.0,17.1069026939845
93.0,66.0,262.0,17.860194802842777
91.0,66.0,297.0,15.818679389308024
89.0,66.0,245.0,19.04928403819874
87.0,66.0,233.0,19.99301258741642
85.0,66.0,165.0,27.913519847578744
83.0,66.0,50.0,63.730105124999994
81.0,66.0,43.0,67.54964093531305
79.0,66.0,5.0,93.33586027273876
77.0,66.0,5.0,93.33586027273876
75.0,66.0,58.0,59.67171493914508
73.0,66.0,46.0,65.88099883757137
71.0,66.0,39.0,69.8506981865008
69.0,66.0,39.0,69.8506981865008
67.0,66.0,23.0,79.9813572042446
65.0,66.0,5.0,93.33586027273876
63.0,66.0,4.0,94.14414269819022
61.0,66.0,4.0,94.14414269819022
60.0,67.0,7.0,91.74109455276806
62.0,67.0,5.0,93.33586027273876
64.0,67.0,36.0,71.63519866057585
66.0,67.0,40.0,69.26713678336
68.0,67.0,59.0,59.18642569790845
70.0,67.0,47.0,65.33543710352254
72.0,67.0,47.0,65.33543710352254
74.0,67.0,40.0,69.26713678336
76.0,67.0,51.0,63.20530343614917
78.0,67.0,6.0,92.53486214163408
80.0,67.0,5.0,93.33586027273876
82.0,67.0,102.0,42.319133905557635
84.0,67.0,64.0,56.830515752147356
86.0,67.0,179.0,25.814954438575086
88.0,67.0,226.0,20.590525523183523
90.0,67.0,235.0,19.82894531792128
92.0,67.0,258.0,18.12613678375951
94.0,67.0,170.0,27.128701317479983
96.0,67.0,225.0,20.67897640234376
98.0,67.0,235.0,19.82894531792128
100.0,67.0,245.0,19.04928403819874
102.0,67.0,320.0,14.686336020480006
104.0,67.0,208.0,22.31492474884586
106.0,67.0,69.0,54.58856419764705
108.0,67.0,57.0,60.16179992535716
110.0,67.0,48.0,64.79512944923115
112.0,67.0,32.0,74.09513740234262
114.0,67.0,52.0,62.68558578781204
116.0,67.0,16.0,84.91382640459119
118.0,67.0,36.0,71.63519866057585
120.0,67.0,15.0,85.64489305551625
119.0,68.0,8.0,90.95450402759147
117.0,68.0,9.0,90.17503736040335
115.0,68.0,31.0,74.72482318540713
113.0,68.0,19.0,82.76067128702596
111.0,68.0,50.0,63.730105124999994
109.0,68.0,36.0,71.63519866057585
107.0,68.0,40.0,69.26713678336
105.0,68.0,35.0,72.24145541017124
103.0,68.0,70.0,54.153424315479995
101.0,68.0,376.0,12.353282588788382
99.0,68.0,345.0,13.583954757073801
97.0,68.0,271.0,17.289343211610834
95.0,68.0,246.0,18.974829748169768
93.0,68.0,164.0,28.07547021555855
91.0,68.0,300.0,15.66320200000002
89.0,68.0,247.0,18.900979092430955
87.0,68.0,247.0,18.900979092430955
85.0,68.0,219.0,21.22695929779035
83.0,68.0,82.0,49.258809023624195
81.0,68.0,46.0,65.88099883757137
79.0,68.0,5.0,93.33586027273876
77.0,68.0,4.0,94.14414269819022
75.0,68.0,5.0,93.33586027273876
73.0,68.0,46.0,65.88099883757137
71.0,68.0,35.0,72.24145541017124
69.0,68.0,31.0,74.72482318540713
67.0,68.0,35.0,72.24145541017124
65.0,68.0,9.0,90.17503736040335
63.0,68.0,28.0,76.64991208492013
61.0,68.0,39.0,69.8506981865008
60.0,69.0,15.0,85.64489305551625
62.0,69.0,5.0,93.33586027273876
64.0,69.0,22.0,80.6665253550015
66.0,69.0,17.0,84.18946770328108
68.0,69.0,7.0,91.74109455276806
70.0,69.0,28.0,76.64991208492013
72.0,69.0,43.0,67.54964093531305
74.0,69.0,24.0,79.30254708437646
76.0,69.0,46.0,65.88099883757137
78.0,69.0,4.0,94.14414269819022
80.0,69.0,5.0,93.33586027273876
82.0,69.0,35.0,72.24145541017124
84.0,69.0,73.0,52.87382526457771
86.0,69.0,211.0,22.006847071896686
88.0,69.0,241.0,19.35330879269415
90.0,69.0,243.0,19.200037563229472
92.0,69.0,310.0,15.162559023640018
94.0,69.0,174.0,26.529651203101288
96.0,69.0,244.0,19.124350447125924
98.0,69.0,279.0,16.810865311149257
100.0,69.0,262.0,17.860194802842777
102.0,69.0,306.0,15.359697605515656
104.0,69.0,276.0,16.98731195206513
106.0,69.0,59.0,59.18642569790845
108.0,69.0,40.0,69.26713678336
110.0,69.0,47.0,65.33543710352254
112.0,69.0,42.0,68.11665263391413
114.0,69.0,16.0,84.91382640459119
116.0,69.0,16.0,84.91382640459119
118.0,69.0,39.0,69.8506981865008
120.0,69.0,23.0,79.9813572042446
119.0,70.0,7.0,91.74109455276806
117.0,70.0,8.0,90.95450402759147
115.0,70.0,28.0,76.64991208492013
113.0,70.0,19.0,82.76067128702596
111.0,70.0,56.0,60.65672112614769
109.0,70.0,42.0,68.11665263391413
107.0,70.0,91.0,45.95931061533886
105.0,70.0,74.0,52.45577503893807
103.0,70.0,120.0,37.190354836480005
101.0,70.0,326.0,14.411041641266703
99.0,70.0,247.0,18.900979092430955
97.0,70.0,241.0,19.35330879269415
95.0,70.0,197.0,23.52464352241384
93.0,70.0,86.0,47.754914464401445
91.0,70.0,203.0,22.84866142927495
89.0,70.0,268.0,17.475592434739003
87.0,70.0,250.0,18.682965624999987
85.0,70.0,239.0,19.509168533233225
83.0,70.0,176.0,26.239329156621928
81.0,70.0,46.0,65.88099883757137
79.0,70.0,4.0,94.14414269819022
77.0,70.0,5.0,93.33586027273876
75.0,70.0,53.0,62.170910275883664
73.0,70.0,32.0,74.09513740234262
71.0,70.0,80.0,50.03398090752
69.0,70.0,87.0,47.38841652202742
67.0,70.0,53.0,62.170910275883664
65.0,70.0,18.0,83.47176616953098
63.0,70.0,16.0,84.91382640459119
61.0,70.0,8.0,90.95450402759147
60.0,71.0,5.0,93.33586027273876
62.0,71.0,5.0,93.33586027273876
64.0,71.0,1.0,96.6132373800201
66.0,71.0,5.0,93.33586027273876
68.0,71.0,5.0,93.33586027273876
70.0,71.0,27.0,77.3037768451805
72.0,71.0,20.0,82.05613280447999
74.0,71.0,43.0,67.54964093531305
76.0,71.0,39.0,69.8506981865008
78.0,71.0,5.0,93.33586027273876
80.0,71.0,4.0,94.14414269819022
82.0,71.0,8.0,90.95450402759147
84.0,71.0,166.0,27.753256906643994
86.0,71.0,226.0,20.590525523183523
88.0,71.0,282.0,16.637813486350602
90.0,71.0,365.0,12.775274315328772
92.0,71.0,313.0,15.01727636060533
94.0,71.0,79.0,50.427495265920875
96.0,71.0,123.0,36.42565571485079
98.0,71.0,239.0,19.509168533233225
100.0,71.0,244.0,19.124350447125924
102.0,71.0,250.0,18.682965624999987
104.0,71.0,316.0,14.874100775176814
106.0,71.0,139.0,32.731646570707
108.0,71.0,36.0,71.63519866057585
110.0,71.0,35.0,72.24145541017124
112.0,71.0,43.0,67.54964093531305
114.0,71.0,23.0,79.9813572042446
116.0,71.0,39.0,69.8506981865008
118.0,71.0,27.0,77.3037768451805
120.0,71.0,4.0,94.14414269819022
119.0,72.0,8.0,90.95450402759147
117.0,72.0,13.0,87.1273546673948
115.0,72.0,24.0,79.30254708437646
113.0,72.0,100.0,42.950613999999995
111.0,72.0,65.0,56.37316431870375
109.0,72.0,59.0,59.18642569790845
107.0,72.0,27.0,77.3037768451805
105.0,72.0,92.0,45.611088810987724
103.0,72.0,298.0,15.766567267959202
101.0,72.0,285.0,16.468013251108772
99.0,72.0,243.0,19.200037563229472
97.0,72.0,229.0,20.3298937033722
95.0,72.0,145.0,31.49963390932376
93.0,72.0,49.0,64.26003300004103
91.0,72.0,114.0,38.79394746981296
89.0,72.0,310.0,15.162559023640018
87.0,72.0,241.0,19.35330879269415
85.0,72.0,239.0,19.509168533233225
83.0,72.0,203.0,22.84866142927495
81.0,72.0,136.0,33.37758723214704
79.0,72.0,28.0,76.64991208492013
77.0,72.0,39.0,69.8506981865008
75.0,72.0,49.0,64.26003300004103
73.0,72.0,57.0,60.16179992535716
71.0,72.0,50.0,63.730105124999994
69.0,72.0,58.0,59.67171493914508
67.0,72.0,45.0,66.43185777044876
65.0,72.0,17.0,84.18946770328108
63.0,72.0,5.0,93.33586027273876
61.0,72.0,5.0,93.33586027273876
60.0,73.0,5.0,93.33586027273876
62.0,73.0,36.0,71.63519866057585
64.0,73.0,66.0,55.9203319278888
66.0,73.0,4.0,94.14414269819022
68.0,73.0,5.0,93.33586027273876
70.0,73.0,5.0,93.33586027273876
72.0,73.0,5.0,93.33586027273876
74.0,73.0,35.0,72.24145541017124
76.0,73.0,27.0,77.3037768451805
78.0,73.0,5.0,93.33586027273876
80.0,73.0,23.0,79.9813572042446
82.0,73.0,125.0,35.92910185546874
84.0,73.0,241.0,19.35330879269415
86.0,73.0,259.0,18.058904705728857
88.0,73.0,260.0,17.992175072639995
90.0,73.0,313.0,15.01727636060533
92.0,73.0,120.0,37.190354836480005
94.0,73.0,35.0,72.24145541017124
96.0,73.0,66.0,55.9203319278888
98.0,73.0,174.0,26.529651203101288
100.0,73.0,243.0,19.200037563229472
102.0,73.0,245.0,19.04928403819874
104.0,73.0,288.0,16.30132764578279
106.0,73.0,210.0,22.108555941639995
108.0,73.0,90.0,46.31112114436
110.0,73.0,44.0,66.9880572663515
112.0,73.0,70.0,54.153424315479995
114.0,73.0,27.0,77.3037768451805
